NAME,RA,DEC,S1400
004414+065550,11.0586667,6.93075,357.0
004415-161705,11.063125,-16.2849722,100.2
004430+001422,11.1260833,0.2395556,141.2
004431-161051,11.1319167,-16.1810833,128.0
004437+015046,11.1579583,1.8463333,133.9
004444-140222,11.1859583,-14.0396389,237.6
004449-081020,11.2078333,-8.1723333,125.1
004452+025148,11.2194583,2.8633889,103.7
004506-181716,11.27675,-18.2879167,121.4
004506-071046,11.27675,-7.1794722,216.3
004518+084111,11.3273333,8.6865833,108.8
004530-060041,11.3764167,-6.0115833,112.4
004538+095620,11.4121667,9.939,152.8
004541+002105,11.4244167,0.3515556,509.4
004542-142906,11.4268333,-14.485,106.0
004547-070137,11.4461667,-7.027,120.9
004548-001401,11.4517083,-0.2338611,188.9
004550+034301,11.4615,3.7169444,128.7
004557-105256,11.4879583,-10.8824167,111.2
004602-113153,11.5086667,-11.5315833,124.3
004603-023711,11.5137083,-2.6199167,184.1
004606-004342,11.528,-0.7284167,384.4
004608-062301,11.534875,-6.3836667,112.7
004612+044331,11.5515833,4.7254444,183.9
004618-193409,11.5785417,-19.5691944,121.4
004625+072338,11.60425,7.394,321.8
004630-000532,11.6279583,-0.0923333,208.7
004644+061008,11.683375,6.169,575.7
004644-052201,11.6855,-5.3669722,452.3
004655-143357,11.7324583,-14.5659722,193.2
004705+031955,11.774875,3.332,165.9
004707-033444,11.7792083,-3.5789722,235.5
004707-070456,11.781125,-7.0822778,400.8
004708-093209,11.7855833,-9.5360833,207.4
004708-194915,11.7855833,-19.8210556,256.1
004726-114148,11.861625,-11.6969167,136.1
004744-121027,11.934875,-12.1741944,469.6
004758-060836,11.9935,-6.1433889,195.3
004803-004242,12.0155,-0.7118056,307.1
004807-183841,12.0314583,-18.6448889,307.9
004820-092215,12.0859583,-9.3708889,342.6
004822-021311,12.0928333,-2.2197222,289.6
004822+013659,12.0937083,1.6164722,147.2
004827+000048,12.1135833,0.0134444,168.4
004832+075751,12.1371667,7.9641944,322.3
004840+084430,12.1670417,8.7417778,162.4
004858+025454,12.2434167,2.915,126.5
004858-062831,12.2437083,-6.4755278,531.9
004858+064006,12.24475,6.6683333,205.0
004900-054401,12.2535,-5.7337222,305.3
004903-162812,12.2660833,-16.47,431.7
004926+022850,12.3590833,2.4805556,106.9
004931-180352,12.3793333,-18.0644444,232.8
004934+002642,12.3949167,0.4450278,110.3
004938+005946,12.4117917,0.9961111,155.1
004943+023703,12.430125,2.6175,425.3
004945-024257,12.4377083,-2.7160278,1343.7
004948-143642,12.4522917,-14.6116667,120.8
004954-100614,12.475375,-10.104,825.2
004955-050708,12.4810833,-5.1189722,152.2
005005-120334,12.5223333,-12.0596389,191.7
005007-141216,12.5308333,-14.2044444,110.8
005007+084918,12.5310833,8.8219167,114.5
005021-045221,12.5897083,-4.8726667,253.7
005024-171406,12.6005833,-17.2351389,261.9
005025-120117,12.6080833,-12.0213889,587.6
005038-122303,12.6599583,-12.3842222,101.7
005039-102735,12.6626667,-10.4597778,230.4
005041-092906,12.6719583,-9.4850556,814.0
005043-120628,12.6792917,-12.1079444,692.7
005050-032221,12.708375,-3.3726389,394.9
005056-185613,12.734625,-18.937,118.6
005057-185457,12.7378333,-18.916,195.9
005108-065003,12.7842083,-6.8343611,903.9
005108+061344,12.7861667,6.2290833,199.5
005120-122120,12.8345417,-12.3558056,201.5
005128+072855,12.8667917,7.4820556,506.0
005128-151352,12.8686667,-15.2311389,125.3
005134-110338,12.8953333,-11.0608056,160.2
005137-054308,12.90775,-5.7189444,108.0
005137+092646,12.9078333,9.4463056,114.1
005139+021541,12.9151667,2.2616111,124.2
005140-105300,12.9200417,-10.8833333,136.0
005158+042740,12.9955417,4.4611944,118.0
005205+003537,13.0231667,0.5938611,132.1
005215-161715,13.0625833,-16.2876111,227.1
005218-174646,13.07525,-17.7796667,231.7
005234-093819,13.143875,-9.6386667,179.4
005234-071331,13.144375,-7.2255,157.8
005245+075206,13.1894583,7.8683333,343.7
005246-122322,13.1953333,-12.3896667,539.9
005256-010859,13.23375,-1.1498889,163.8
005315-070233,13.3152083,-7.0426111,248.2
005328+065431,13.369,6.90875,128.2
005329-192546,13.3735417,-19.4295556,132.9
005336-072730,13.4019167,-7.4583611,200.4
005338-191603,13.4097917,-19.2675,494.8
005344-110648,13.434,-11.1135,134.8
005345+094949,13.44125,9.8303333,100.6
005354-092825,13.4759583,-9.4736667,337.4
005408-033355,13.535,-3.5655278,2210.8
005410-072216,13.5453333,-7.3713333,187.2
005413+062854,13.556875,6.4816667,154.1
005415-113101,13.564875,-11.5171944,135.3
005422-003317,13.5954167,-0.5548056,229.3
005432-195300,13.63725,-19.8835278,323.7
005438-155444,13.66225,-15.9124444,180.2
005439+064331,13.66575,6.7253889,146.8
005442+075056,13.6787083,7.849,174.9
005444-013539,13.6833333,-1.5941944,133.0
005445-182334,13.689,-18.3928611,134.2
005446-090221,13.6945417,-9.0392778,112.5
005447-091847,13.698,-9.31325,403.0
005447-095256,13.699875,-9.8824444,198.2
005452-043705,13.71875,-4.6180833,160.0
005454+084227,13.7284167,8.7075278,214.3
005458+012157,13.7437917,1.3660278,155.2
005501+095142,13.75625,9.8616944,119.6
005508+021853,13.7873333,2.3149167,101.0
005511-154347,13.7970417,-15.7299444,104.1
005511-082722,13.797125,-8.4563611,148.6
005511-121756,13.7990833,-12.2991389,262.7
005516-004845,13.8185833,-0.8126667,125.9
005525+054416,13.8577917,5.7379444,100.4
005526-032838,13.8587917,-3.4774444,147.8
005531+054841,13.880375,5.8115278,122.5
005536-095216,13.9030833,-9.8712778,270.0
005536-154418,13.9039167,-15.7385,152.1
005539-154425,13.9136667,-15.7402778,420.2
005540-045353,13.9204583,-4.8982778,189.1
005549-124510,13.956,-12.7529722,324.1
005551-163556,13.9635,-16.5989444,183.3
005551-082954,13.9650417,-8.4984444,337.3
005554-124352,13.9755833,-12.7312778,196.7
005556-123302,13.9836667,-12.55075,250.1
005557-012333,13.9877917,-1.3926667,147.4
005559-183842,13.9967083,-18.6451111,103.8
005559-012133,13.997625,-1.35925,474.5
005601-012034,14.0065417,-1.3428889,500.6
005604-021755,14.02075,-2.2986389,140.9
005605-141752,14.022375,-14.2979722,100.3
005608+094305,14.0362083,9.7181944,137.8
005620-093623,14.084875,-9.6065278,199.2
005621-011947,14.0879167,-1.3299444,228.9
005623-011724,14.0999167,-1.2900833,626.0
005624-011630,14.1013333,-1.2751389,124.7
005626-011558,14.1104583,-1.26625,390.6
005631+044152,14.1298333,4.6979444,171.0
005638+044517,14.1616667,4.7547778,214.0
005652-050314,14.21725,-5.0538889,187.6
005653-115525,14.2240417,-11.9238333,122.5
005654-010012,14.2290833,-1.0034722,137.8
005658-115533,14.2424167,-11.9260833,128.0
005703-112633,14.2665417,-11.4425278,116.7
005716-002433,14.320625,-0.4093333,133.6
005718-161206,14.3263333,-16.20175,110.0
005718+080536,14.3280833,8.0934722,301.2
005721+080958,14.3392917,8.1662778,144.0
005727+005329,14.3637083,0.8914444,105.9
005727+020933,14.3652917,2.1591667,433.0
005729+091753,14.3737083,9.2981944,559.3
005734-012258,14.3922917,-1.3828889,3201.6
005735-012406,14.3982083,-1.4018333,2163.8
005738+060652,14.411,6.1145833,247.6
005741+015033,14.4223333,1.8426667,233.6
005746+013057,14.4425417,1.5159444,100.1
005746-101809,14.44325,-10.3026389,118.0
005802+045837,14.512125,4.9771944,170.4
005805-053952,14.521125,-5.6646667,741.7
005815-184231,14.5630417,-18.7088333,120.6
005820+070725,14.58425,7.12375,112.7
005820+014938,14.5847083,1.8274722,197.5
005821+063812,14.5904583,6.6368333,338.3
005821-014047,14.5907917,-1.6798056,110.9
005837-182936,14.6552083,-18.4934722,110.6
005839-131351,14.6632083,-13.2310556,254.3
005847+060918,14.6982917,6.15525,175.9
005903-075959,14.763,-7.9999167,205.1
005905+000651,14.7730417,0.1143056,2508.8
005906-170039,14.7776667,-17.0108611,1756.4
005908+075546,14.7855417,7.9296111,140.8
005910-151522,14.7957083,-15.2563333,176.1
005911-151415,14.797875,-15.23775,298.4
005916-061231,14.8177083,-6.2086667,150.7
005918+022032,14.8257917,2.3423333,214.5
005919-075109,14.8331667,-7.8525833,102.6
005925+040301,14.8555,4.0505278,109.3
005929-101733,14.8711667,-10.2927222,196.2
005929+034317,14.8730417,3.7216111,126.0
005930-004612,14.8752917,-0.7700556,216.8
005930-184209,14.8760417,-18.7027222,119.5
005946-130125,14.943125,-13.0237222,278.6
005949-130201,14.9575833,-13.0337222,316.1
005950-073443,14.959625,-7.5787778,106.5
005954-040713,14.9780417,-4.1205,283.1
005959-104711,14.9959167,-10.7866389,114.3
010000+041644,15.0024167,4.2791389,330.4
010000-084306,15.0031667,-8.7184722,175.0
010010-174854,15.0425417,-17.8151111,1174.5
010011-174732,15.0461667,-17.7922778,106.4
010015-135209,15.064625,-13.8692778,628.2
010017-124722,15.071,-12.7894722,349.5
010021-074717,15.0875417,-7.7882778,151.5
010022-133038,15.0934583,-13.5106111,376.7
010025+073805,15.10725,7.63475,725.4
010030+055809,15.1270833,5.9693056,154.7
010033-191638,15.1414167,-19.2773333,259.8
010039+062012,15.1657083,6.3369167,124.2
010039-094506,15.1659167,-9.7516667,147.2
010042-050236,15.1777917,-5.0434444,292.3
010049-150003,15.206375,-15.0008889,202.1
010057-145847,15.2389583,-14.9798056,324.3
010057-012237,15.2414583,-1.3771944,206.6
010102-133552,15.26,-13.5978056,459.7
010112-124210,15.3009167,-12.7028056,295.0
010114+060544,15.311125,6.0956389,124.7
010123+044134,15.3482917,4.6928056,232.6
010130-032353,15.3779167,-3.3983056,283.8
010150-025229,15.4588333,-2.8749167,138.6
010150+013056,15.4607083,1.5156667,168.7
010150-064803,15.4615,-6.8009167,162.3
010200-105555,15.5,-10.9321111,107.5
010209+044425,15.5405417,4.7403333,216.5
010210-103449,15.542,-10.5803889,107.2
010212+055513,15.550625,5.9205,737.8
010214+020343,15.5595833,2.0620833,361.7
010216+020242,15.5674583,2.0451111,384.4
010223+045631,15.596375,4.9421111,131.6
010223-155341,15.5978333,-15.8948611,147.3
010227-043557,15.614375,-4.5991944,168.3
010229+030238,15.6242917,3.044,247.9
010235+041942,15.6482917,4.3285278,159.0
010238+042153,15.6602917,4.3647222,149.8
010251-140233,15.7129167,-14.0425556,189.4
010253-120541,15.7215,-12.0948056,370.1
010254+072018,15.7275833,7.3383611,152.0
010303+075846,15.76375,7.9794722,156.5
010304-113049,15.7700417,-11.5137222,771.8
010306+042200,15.7784167,4.3668056,195.7
010318+040314,15.8254167,4.0539167,125.0
010325+084806,15.8567917,8.8016944,119.0
010327+085134,15.8656667,8.8596944,113.7
010328+084916,15.869125,8.8211111,110.4
010329+052131,15.8710417,5.3586667,589.1
010329+004059,15.8727083,0.6832222,115.3
010330+023550,15.8772083,2.5972778,254.8
010331+065920,15.8823333,6.989,320.0
010344-083913,15.9349583,-8.6538333,136.1
010345+080416,15.9410417,8.0713056,161.6
010400-053011,16.0033333,-5.5031111,121.8
010404-031716,16.0183333,-3.288,268.3
010404-002438,16.0185417,-0.4106944,130.9
010417-021537,16.0714167,-2.2603889,362.2
010418-115839,16.07775,-11.9775278,330.6
010422-123515,16.0937083,-12.5876667,2125.1
010423+023946,16.0995,2.6630278,203.8
010424-114851,16.1022083,-11.81425,114.2
010425-075448,16.1075833,-7.9133611,189.1
010427-032343,16.11575,-3.3954444,133.1
010431-185133,16.13125,-18.8591667,114.5
010457-021337,16.2414583,-2.2270278,102.7
010500+023707,16.253125,2.61875,122.8
010501+044133,16.257375,4.6925,113.9
010509-065249,16.291125,-6.8805278,683.2
010511+091918,16.298875,9.3216944,142.0
010524-094845,16.3513333,-9.8126111,151.0
010527-182845,16.3626667,-18.4793611,288.7
010534-183756,16.3935417,-18.63225,139.6
010550-033438,16.4603333,-3.5773611,221.2
010556+062812,16.483875,6.4700278,404.7
010559+060058,16.4964167,6.0162778,113.0
010607-114246,16.53325,-11.7129444,483.4
010616-123101,16.5695,-12.5170833,502.8
010620-112508,16.5856667,-11.4189722,353.0
010622-015538,16.59575,-1.9273056,602.6
010627-132655,16.613,-13.4486944,150.7
010636+091527,16.653125,9.2576944,488.6
010641+082325,16.6743333,8.3904444,133.0
010643-031535,16.6799583,-3.2599722,125.1
010644-103409,16.6837083,-10.5693889,276.0
010701-175915,16.7564167,-17.9876111,102.8
010705-001243,16.7711667,-0.2120278,123.7
010719-190130,16.8305,-19.0251111,122.2
010719+013400,16.8322083,1.5668333,101.8
010719-093038,16.8329583,-9.5107222,110.4
010719-131404,16.8332083,-13.2345833,260.3
010725-173539,16.8550833,-17.5943056,144.3
010726-064842,16.8583333,-6.8116667,169.0
010746+042514,16.9447917,4.4208056,138.9
010747-173025,16.9465833,-17.5070278,248.5
010747-051428,16.9495833,-5.2411944,100.8
010813-120050,17.055,-12.0139722,810.4
010817-160424,17.071625,-16.0734444,4201.3
010818-124259,17.0790833,-12.7166389,211.9
010824-004921,17.1015417,-0.8225278,123.1
010824+024948,17.102875,2.8302222,157.6
010824+034132,17.1032083,3.6924722,258.1
010825-112627,17.1067917,-11.4408611,379.4
010825+060742,17.1076667,6.1285556,367.4
010826-003724,17.1116667,-0.6234167,932.2
010830-142845,17.1250833,-14.4791667,157.1
010834-103412,17.1427083,-10.57,310.2
010835-103316,17.1464167,-10.5544444,250.8
010835-165804,17.1471667,-16.9677778,101.5
010838+013458,17.1614583,1.5830278,2620.7
010850-162236,17.209,-16.3768611,134.9
010850-002120,17.2124167,-0.3555833,136.1
010857-114142,17.241125,-11.6951944,154.0
010859-162328,17.2495,-16.39125,106.7
010906+004610,17.2779167,0.7696944,184.3
010917+073215,17.321375,7.5376944,126.5
010927+075827,17.3644167,7.97425,127.0
010929-005234,17.3728333,-0.8761389,267.4
010930-085303,17.3755417,-8.8843056,313.9
010931+004825,17.381125,0.8070278,142.1
010935+065427,17.3965417,6.9075278,164.0
010938+065352,17.41125,6.8978333,138.9
010938-144234,17.4117917,-14.7096944,423.7
010954-145245,17.475125,-14.8792778,155.6
011002-121342,17.5092083,-12.2284167,207.9
011006-145711,17.5277083,-14.9532778,159.3
011013-021954,17.555,-2.3319167,195.9
011014+050003,17.5609167,5.0009167,229.9
011023+080142,17.5985,8.0284167,138.2
011030-041531,17.6286667,-4.2588056,162.9
011031-010030,17.6315833,-1.0083889,166.3
011034-092447,17.6426667,-9.4130556,127.7
011035-164831,17.646375,-16.8086944,105.6
011043+015203,17.6818333,1.8675833,135.0
011050-074141,17.708375,-7.6948889,846.3
011101-142205,17.7544167,-14.36825,123.5
011105-142245,17.773375,-14.3794167,193.3
011109-135745,17.7882917,-13.96275,1306.6
011131-122037,17.8795417,-12.3438333,317.4
011135-115810,17.899375,-11.9696667,108.6
011146-070150,17.9440833,-7.0306944,249.9
011147+025103,17.9491667,2.8510278,284.1
011150-142058,17.961625,-14.3496944,152.2
011151-001605,17.9640417,-0.2682778,173.8
011156-131700,17.9867917,-13.2835833,255.1
011201-165809,18.0055417,-16.9694167,317.5
011212-045507,18.050625,-4.9187778,379.6
011217+025738,18.0713333,2.9607778,534.9
011232+080126,18.1340833,8.0241389,111.0
011239-032843,18.16325,-3.4786944,141.8
011239-161055,18.165625,-16.1821667,112.4
011242-072452,18.1751667,-7.4145833,246.4
011242-080400,18.1775833,-8.0669167,358.0
011249-025505,18.2041667,-2.9181389,104.3
011255+095605,18.2332083,9.9349444,189.2
011312-101421,18.3003333,-10.2393889,541.6
011316-061506,18.3199583,-6.2518056,116.1
011318-124222,18.3290833,-12.7061667,256.8
011322+065138,18.3432083,6.8606667,119.3
011333+030757,18.3879583,3.1326944,100.3
011333+030845,18.38925,3.1459722,102.3
011338+010621,18.4116667,1.1059167,215.4
011340-094651,18.41825,-9.7810278,159.4
011343+022217,18.430125,2.3714444,490.5
011344+010530,18.4367917,1.0918056,161.0
011347+065010,18.44675,6.83625,196.4
011349-005144,18.4542083,-0.8623611,111.6
011353+074354,18.4735833,7.7318056,272.9
011401-031433,18.5058333,-3.2426667,136.9
011406-100800,18.5272083,-10.1335278,189.8
011407+020809,18.532625,2.1359444,148.4
011410-044230,18.5439583,-4.7085,297.3
011426+050649,18.6107917,5.1138611,108.0
011429+000037,18.62325,0.0105,341.3
011431+092658,18.6316667,9.4496389,328.3
011437+082247,18.6546667,8.3798333,113.1
011441-152745,18.674625,-15.4626111,157.7
011450-194134,18.70975,-19.6929444,104.2
011517-012705,18.82125,-1.4516389,1076.2
011527+000004,18.8647083,0.0011667,222.4
011528+055347,18.8684167,5.8966389,146.0
011534+080535,18.89475,8.0931667,133.2
011537+021536,18.9077917,2.2600833,187.1
011539-140107,18.9126667,-14.0188056,273.7
011546-162933,18.9434167,-16.4925278,161.7
011546+005204,18.944125,0.8679167,133.9
011546-085755,18.9456667,-8.9654444,189.5
011549+062933,18.9557083,6.49275,116.8
011602-163047,19.0109583,-16.5130556,183.7
011607-053604,19.03075,-5.6013333,186.3
011612-113614,19.0519167,-11.6041389,1785.0
011614-145249,19.0594583,-14.8803889,174.0
011614-045119,19.061625,-4.8554722,157.3
011626+083009,19.1112917,8.5026944,135.1
011633+012833,19.14075,1.476,391.2
011634-044600,19.14375,-4.7669167,124.3
011635+062336,19.147625,6.3935,222.9
011640-003718,19.1702083,-0.62175,156.3
011645-041856,19.1885417,-4.3156111,433.5
011715-125144,19.31575,-12.8623333,104.8
011723-172548,19.3475,-17.43,156.0
011723+080219,19.3479167,8.0388056,102.3
011726+074149,19.362,7.6969722,1539.0
011727-042511,19.366,-4.4198611,421.4
011732+033519,19.386375,3.5886389,298.2
011737+080619,19.4049167,8.1055,131.4
011738-150754,19.4122083,-15.1318333,319.5
011751-100559,19.4630417,-10.09975,143.4
011753-173856,19.4723333,-17.6490556,201.0
011756-183127,19.4834167,-18.5241667,115.7
011759-082015,19.499375,-8.33775,119.6
011806-135548,19.5262083,-13.93,215.8
011808+011155,19.5347083,1.1986667,146.8
011815-012030,19.564,-1.34175,1248.9
011818+025805,19.5773333,2.9682222,1521.8
011823-054120,19.599625,-5.6889444,193.6
011824-132623,19.6007083,-13.4399722,316.9
011834-184914,19.64275,-18.8208056,1170.3
011834-085440,19.6442083,-8.9111667,166.3
011835-144416,19.6464167,-14.738,234.9
011835-075614,19.6488333,-7.93725,135.1
011844-085059,19.6840417,-8.8497222,107.7
011847-162613,19.6993333,-16.4371389,281.5
011847+050300,19.6994167,5.0501944,121.6
011857-071856,19.7395417,-7.31575,324.6
011901+082954,19.7552917,8.4985278,2627.9
011908-194013,19.7860417,-19.6705,495.5
011908-173739,19.7867917,-17.6276667,163.3
011909-012829,19.789,-1.4748611,133.0
011911+053057,19.7972917,5.5160833,338.1
011915-162319,19.813625,-16.3886389,188.2
011926-104134,19.8607917,-10.6928056,123.2
011930-113307,19.8771667,-11.5521111,192.2
011931-102508,19.8804583,-10.4190278,191.3
011931+083702,19.8823333,8.6172778,124.7
011932+001110,19.8852083,0.1861667,156.0
011933-143951,19.8889583,-14.6641944,167.7
011937-012619,19.905,-1.4387222,104.1
011943-165410,19.9317917,-16.9028056,133.1
011944-154527,19.9360417,-15.7576667,924.9
011945-195827,19.9383333,-19.9744167,102.8
011947+080429,19.94925,8.0749167,108.2
011949-080654,19.9565417,-8.1151389,153.6
011955+093146,19.981,9.5295,107.4
011958-004935,19.9928333,-0.8264167,178.8
011958-033859,19.9947083,-3.6497222,125.1
012005-063122,20.0237083,-6.5228056,145.6
012012-003838,20.0536667,-0.644,258.0
012013-062650,20.0582083,-6.4472778,101.7
012020-172804,20.0835,-17.468,192.2
012027-152016,20.113,-15.3380278,5081.7
012028+024300,20.1199167,2.7167778,189.0
012034-081116,20.1435,-8.1879167,120.2
012044-030805,20.1864583,-3.1348889,361.5
012045-170059,20.1881667,-17.0164722,105.7
012045+031602,20.1909167,3.26725,318.5
012055+000453,20.23,0.0815833,743.1
012100-001518,20.2532917,-0.2551389,128.4
012101+034414,20.2542917,3.7374722,1091.2
012101+005100,20.2552917,0.8501111,267.8
012102-094429,20.2587917,-9.7415833,229.0
012102+020325,20.2592083,2.0569722,207.2
012114-182722,20.3104583,-18.45625,366.2
012120-053333,20.3354167,-5.5593611,133.7
012122-195821,20.3424583,-19.9727222,100.1
012124-033153,20.35,-3.5314167,112.0
012134-181749,20.394375,-18.2971389,107.9
012136-001812,20.4035417,-0.3035833,167.4
012137-051825,20.40775,-5.3070556,223.4
012142+095759,20.4280833,9.9664722,110.9
012144+070720,20.4351667,7.1222222,144.3
012147+095646,20.4494583,9.9461944,362.5
012155-002931,20.4811667,-0.4920278,155.8
012156+055115,20.484875,5.8541667,127.9
012156+042224,20.487,4.3733333,1065.6
012202-151853,20.5096667,-15.31475,106.9
012205+000858,20.5245833,0.1495,171.7
012211-065308,20.5467083,-6.8856667,115.6
012213-001802,20.5574583,-0.3006944,483.0
012217-005616,20.57275,-0.9378056,189.2
012224+033154,20.6019583,3.5319167,565.5
012224-020002,20.6039583,-2.0007778,381.8
012227-042127,20.6163333,-4.3576389,1472.3
012228+093218,20.618125,9.5385278,104.2
012232-061958,20.6335833,-6.3329167,330.9
012239-154150,20.664375,-15.6973056,333.6
